ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
76,The Saint - ハンドブック,V.I.P.,LEVEL 3,Nodes work all at once with little coordination.,Libertaria in Cyberspace (May 1992),"Austin, USA [Proxy]",54,Black,White,CYPHERPUNK FILES #76,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/76
77,Olive Juice - エンジニアリングマニフェスト,The Repeater,LEVEL 2,Sigh... why delete a wallet instead of moving it aside and keeping the o...,The Crypto Anarchist Manifesto (May 1988),"Sandy Ground, AIA [Relay]",36,Black,White,CYPHERPUNK FILES #77,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/77
78,Mr. CashBack - ストリーム,Dashboard,LEVEL 2,The timechain is a tree shaped structure starting with the genesis block...,Why Remailers I (Finney 1992),"Louvain-la-Neuve, BEL [Proxy]",60,Black,White,CYPHERPUNK FILES #78,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/78
79,The Exporter - サルサ,The Piercer,LEVEL 2,no mechanism exists to make payments over a communications channel witho...,New Directions in Cryptography (Diffie and Hellman 1976),"Zurich, CHE [I2P]",51,Black,White,CYPHERPUNK FILES #79,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/79
80,Shears - カナリア,The Belgian,LEVEL 1,The proof-of-work for new coin generation also powers the network to pre...,An Austrian Perspective on the History of Economic Thought (Rothbard 1995),"Austin, USA [Proxy]",27,Black,White,CYPHERPUNK FILES #80,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/80
81,Snowman - 書類,Tall Man,LEVEL 1,I like Hal Finney's idea for user-friendly timestamping.  Convert the ha...,Introduction to Algorithmic Information Theory (Szabo 1996),"Berkeley, USA [Tor]",55,Black,White,CYPHERPUNK FILES #81,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/81
82,Shears - カナリア,The Tortoise,LEVEL 3,The advantage of letting bitcoin download and verify the blocks is that ...,"Rights, Remedies, and Security Models (Szabo 2004)","Grand Cayman, CYM [Proxy]",59,Black,White,CYPHERPUNK FILES #82,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/82
83,The Saint - ハンドブック,Goldfinger,LEVEL 1,"If it gets really big, the decimal can move two places and cents become ...",What Has Government Done to Our Money? (Rothbard 1963),"San Francisco, USA [Relay]",47,Black,White,CYPHERPUNK FILES #83,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/83
84,Mr. Red - 陰謀,Mr. CashBack,LEVEL 1,nodes can leave and rejoin the network at will...,New Directions in Cryptography (Diffie and Hellman 1976),"Princeton, USA [I2P]",63,Black,White,CYPHERPUNK FILES #84,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/84
85,The Ram - 豪雨,The Carrier,LEVEL 4,A lot of the core interest in Bitcoin is going to be from the privacy cr...,The Coming Jurisdictional Swamp of Global Internetworking (Barnes 1994),"Cheltenham, GBR [Proxy]",65,Black,White,CYPHERPUNK FILES #85,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/85
86,Mr. X - 電気自動車,Cold Boot,LEVEL 1,"If enough people think the same way, that becomes a self fulfilling prop...",Credit with Privity (Szabo 1996),"Berlin, DEU [Proxy]",49,Black,White,CYPHERPUNK FILES #86,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/86
87,Godspeed - ネット法と文化,Bluebird,LEVEL 3,Bitcoin addresses you generate are kept forever.,Against Intellectual Property (Kinsella 2008),"Haasrode, BEL [Tor]",52,Black,White,CYPHERPUNK FILES #87,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/87
88,Letter S - 情報公開の自由,Mountain Man,LEVEL 1,I favour the plan to monitor if the frequency of blocks received drops t...,Online Cash Checks (Chaum 1989),"Bluffdale, USA [VPN]",36,Black,White,CYPHERPUNK FILES #88,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/88
89,Mr. Anderson - 蛇口,Soup Man,LEVEL 2,Some issues that we don't have easy answers for are best not to bring up.,Formalizing and Securing Relationships on Public Networks (Szabo 1997),"Sliema, MLT [VPN]",71,Black,White,CYPHERPUNK FILES #89,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/89
90,The Parakeet - データ避難所,The Cook,LEVEL 4,"There's a blog writer who wants to write a story about Bitcoin, but I do...",Smart Contracts Glossary (Szabo 1995),"Cambridge, USA [Tor]",52,Black,White,CYPHERPUNK FILES #90,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/90
91,Liberty Bell - ファイアウォール,The Brother,LEVEL 2,Each computer's chance of finding a hash collision is linearly proportio...,Micropayments and Mental Transaction Costs (Szabo 1999),"Cheltenham, GBR [Proxy]",42,Black,White,CYPHERPUNK FILES #91,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/91
92,The Scout - 魔法の言葉,Mr. Z,LEVEL 1,"You try it, I'm stumped.","The Byzantine Generals Problem (Lamport, Shostak, and Pease 1982)","Chicago, USA [VPN]",47,Black,White,CYPHERPUNK FILES #92,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/92
93,The Scout - 魔法の言葉,Space Shuttle,LEVEL 2,I would be surprised if 10 years from now we're not using electronic cur...,Hashcash - A Denial of Service Counter-Measure (Back 2002),"Amsterdam, NLD [Tor]",50,Black,White,CYPHERPUNK FILES #93,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/93
94,The Way - 電子現金提案,The Diffuser,LEVEL 1,"I'm kind of surprised there was a crash, I've tested heavily and haven't...",On Digital Cash-Like Payment Systems (Nagy 2005),"Melbourne, AUS [Tor]",67,Black,White,CYPHERPUNK FILES #94,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/94
95,Old Man River - 暗号化接続,The Gardener,LEVEL 3,"No, don't 'bring it on'.",Truledger in Plain English (St. Clair 2008),"Brussels, BEL [Relay]",29,Black,White,CYPHERPUNK FILES #95,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/95
96,Running Man - 再利用可能証明,Mr. Toad,LEVEL 1,A second version would be a massive development and maintenance hassle f...,The Machinery of Freedom (Friedman 1989),"London, GBR [VPN]",60,Black,White,CYPHERPUNK FILES #96,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/96
97,Mojo Man - ファイル共有,Agent Zero,LEVEL 3,"Coins have to get initially distributed somehow, and a constant rate see...",The Crypto Anarchist Manifesto (May 1988),"Palm Beach Gardens, USA [I2P]",63,Black,White,CYPHERPUNK FILES #97,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/97
98,V.I.P. - 迷惑メール防止,Young Gun,LEVEL 2,"If Bitcoin catches on in a big way, these are things we'll want to explo...","Man, Economy, and State, with Power and Market (Rothbard 1962)","Tokyo, JPN [VPN]",37,Black,White,CYPHERPUNK FILES #98,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/98
99,The Belgian - ブロック暗号,Crystal,LEVEL 1,I'm getting ready to release a paper that references your Hashcash paper...,PGP Web of Trust Misconceptions (Finney 1994),"Dublin, IRL [VPN]",36,Black,White,CYPHERPUNK FILES #99,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/99
100,Horoscope - かなり良いプライバシー,Mr. Red,LEVEL 1,It is strictly necessary that the longest chain is always considered the...,Confidential Auditing (Szabo 1998),"Eindhoven, NLD [VPN]",53,Black,White,CYPHERPUNK FILES #100,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/100
101,The Way - 電子現金提案,Long One,LEVEL 4,"If you're sad about paying the fee, you could always turn the tables and...","The Byzantine Generals Problem (Lamport, Shostak, and Pease 1982)","Boulder, USA [Relay]",66,Black,White,CYPHERPUNK FILES #101,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/101
102,Haste Maker - データアイランド,The Soldier,LEVEL 1,Being open source means anyone can independently review the code.,Credit with Privity (Szabo 1996),"Berkeley, USA [Tor]",30,Black,White,CYPHERPUNK FILES #102,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/102
103,Snowman - 書類,Fireman,LEVEL 2,The proof-of-work chain is itself self-evident proof that it came from t...,Shelling Out: The Origins of Money (Szabo 2002),"Paris, FRA [Relay]",25,Black,White,CYPHERPUNK FILES #103,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/103
104,The Brother - 豪雨,Mochi,LEVEL 1,natural deflation... I like that name for it.,Smart Contracts: Building Blocks for Digital Markets (Szabo 1996),"Exeter, GBR [Tor]",53,Black,White,CYPHERPUNK FILES #104,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/104
105,The Swan - 暗号郵便,The Soldier,LEVEL 1,I came to agree with Gavin about whitelisting when I realized how quickl...,RPOW - Reusable Proofs of Work (Finney 2004),"Osaka, JPN [I2P]",56,Black,White,CYPHERPUNK FILES #105,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/105
106,The Godfather II - 国民保健サービス,The Gardener,LEVEL 3,"If there was a transaction for each transaction fee, then what about the...",Objective Versus Intersubjective Truth (Szabo 1998),"Paris, FRA [Relay]",59,Black,White,CYPHERPUNK FILES #106,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/106
107,Mr. Z - メール暗号化,V.I.P.,LEVEL 1,"I very much wanted to find some way to include a short message, but the ...",Formalizing and Securing Relationships on Public Networks (Szabo 1997),"Bochum, DEU [Relay]",33,Black,White,CYPHERPUNK FILES #107,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/107
108,The Ox - 暗号特許,The Cook,LEVEL 1,But if there were nothing in the world with intrinsic value that could b...,P2P Filename Integrity (Szabo 2005),"Austin, USA [Proxy]",53,Black,White,CYPHERPUNK FILES #108,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/108
109,The Repeater - タイムスタンプ,Long One,LEVEL 3,Someone needs to correct Wikipedia; it incorrectly says the paper was pu...,How to Share a Secret (Shamir 1979),"Palo Alto, USA [Proxy]",63,Black,White,CYPHERPUNK FILES #109,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/109
110,Snowman - 書類,ATAT,LEVEL 3,The Bitcoin network might actually reduce spam by diverting zombie farms...,Secure Names for Bit-Strings (Stornetta and Haber 1997),"Arlington, USA [I2P]",47,Black,White,CYPHERPUNK FILES #110,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/110
111,The Haberdasher - 連鎖証明,Thommy Boy,LEVEL 3,The money is never truly burned.  You have the option to release it at a...,On Digital Cash-Like Payment Systems (Nagy 2005),"Stanford, USA [Tor]",41,Black,White,CYPHERPUNK FILES #111,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/111
112,The Carrier - フロッピーディスク,Long One,LEVEL 2,Nodes work all at once with little coordination.,Confidential Auditing (Szabo 1998),"Zurich, CHE [I2P]",30,Black,White,CYPHERPUNK FILES #112,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/112
113,Goldszmith - スマートコントラクト,Old Man River,LEVEL 1,My choice for the number of coins and distribution schedule was an educa...,"Rights, Remedies, and Security Models (Szabo 2004)","Palo Alto, USA [Proxy]",65,Black,White,CYPHERPUNK FILES #113,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/113
114,The Soldier - ルートキット,Fireman,LEVEL 4,The timechain is a tree shaped structure starting with the genesis block...,Bit Gold Markets (Szabo 2008),"Exeter, GBR [Tor]",52,Black,White,CYPHERPUNK FILES #114,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/114
115,Molten Lava - ディージェイ,The Scout,LEVEL 2,"I guess I made the wrong decision, at least for this early version.",What Has Government Done to Our Money? (Rothbard 1963),"Cheltenham, GBR [Proxy]",57,Black,White,CYPHERPUNK FILES #115,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/115
116,Max Power - 機密取引,Mojo Man,LEVEL 3,Some of their responses were rather Neanderthal...,Reflections on Trusting Trust (Thompson 1984),"Leuven, BEL [Relay]",64,Black,White,CYPHERPUNK FILES #116,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/116
117,Liberty Bell - ファイアウォール,Haste Maker,LEVEL 2,The network timestamps transactions by hashing them into an ongoing chai...,The Crypto Anarchist Manifesto (May 1988),"New York, USA [Relay]",55,Black,White,CYPHERPUNK FILES #117,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/117
118,Mt. Mox - 消える会話,Jaws,LEVEL 1,I've moved on to other things and probably won't be around in the future.,Protocols for Public Key Cryptosystems (Merkle 1978),"Santa Barbara, USA [Proxy]",37,Black,White,CYPHERPUNK FILES #118,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/118
119,Liberty Bell - ファイアウォール,The Storm,LEVEL 1,The network timestamps transactions by hashing them into an ongoing chai...,The Ethics of Money Production (Hülsmann 2008),"Sandy Ground, AIA [Relay]",51,Black,White,CYPHERPUNK FILES #119,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/119
120,Rex - 暗号特許,Soup Man,LEVEL 3,I was trying to implement an eBay style marketplace built in to the client.,Smart Contracts (Szabo 1994),"Haifa, ISR [Relay]",43,Black,White,CYPHERPUNK FILES #120,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/120
121,The Face - 列車模型,Fireman,LEVEL 2,put the main timechain first,New Directions in Cryptography (Diffie and Hellman 1976),"Bluffdale, USA [VPN]",41,Black,White,CYPHERPUNK FILES #121,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/121
122,Soup Man - サーベイランス,Sandstorm,LEVEL 3,The main idea of the system is the generation of a chain of hash based p...,Interpreting Power: The Principle of Least Authority (Szabo 2005),"Palo Alto, USA [Proxy]",48,Black,White,CYPHERPUNK FILES #122,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/122
123,Jules - 漏洩,Youngster,LEVEL 4,The advantage of letting bitcoin download and verify the blocks is that ...,"Secrecy, Authentication, and Public Key Systems (Merkle 1979)","Sandy Ground, AIA [Relay]",35,Black,White,CYPHERPUNK FILES #123,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/123
124,The Repeater - タイムスタンプ,Shears,LEVEL 1,"Once we password encrypt the wallet, we'll be able to make a clearer cas...",The Cyphernomicon (May 1994),"Berkeley, USA [Tor]",75,Black,White,CYPHERPUNK FILES #124,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/124
125,Riggs - リカルディアン,The Kiwi,LEVEL 2,"They're talking about the old Chaumian central mint stuff, but maybe onl...",Crypto Glossary (Hughes and May 1992),"Temple City, USA [Tor]",68,Black,White,CYPHERPUNK FILES #125,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/125
126,Shears - カナリア,Sasquatch,LEVEL 4,"You got a lot done with the Linux build, autostart, minimize to tray, se...",Advances in Distributed Security (Szabo 2003),"Toronto, CAN [Proxy]",46,Black,White,CYPHERPUNK FILES #126,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/126
127,The Gripper - 万人のアクセス,Applesauce,LEVEL 2,Bitcoin transactions can be sufficiently irreversible in an hour or two.,On the Origins of Money (Menger 1892),"Washington D.C., USA [Tor]",32,Black,White,CYPHERPUNK FILES #127,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/127
128,The Scout - 魔法の言葉,The Repeater,LEVEL 2,"They concede that something is flammable, but argue that it'll never bur...","An Introduction to Probability Theory and Its Applications, Vol. I (Feller 1957)","Helsinki, FIN [Tor]",27,Black,Green,CYPHERPUNK FILES #128,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/128
129,Hellraiser - 鍵交換,Patty,LEVEL 2,I was trying to implement an eBay style marketplace built in to the client.,On Digital Cash-Like Payment Systems (Nagy 2005),"Van Nuys, USA [Proxy]",27,Black,White,CYPHERPUNK FILES #129,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/129
130,Young Gun - 輸出規制,The Tailor,LEVEL 2,The main thing holding online currencies back is the lack of an easy way...,Distributing Authorities and Verifying Their Claims (Szabo 1997),"Washington D.C., USA [Tor]",55,Black,White,CYPHERPUNK FILES #130,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/130
131,Q - タイムスタンプ,The Scout,LEVEL 3,"Also, anonymous sounds a bit shady.  I think the people who want anonymo...",b-money (Dai 1998),"Bluffdale, USA [VPN]",30,Black,White,CYPHERPUNK FILES #131,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/131
132,Mr. Toad - ブートストラップ,The Carrier,LEVEL 3,"There's a blog writer who wants to write a story about Bitcoin, but I do...",Designing Trusted Services with Group Controls (Szabo 2000),"Cambridge, USA [Tor]",59,Black,White,CYPHERPUNK FILES #132,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/132
133,Goldszmith - スマートコントラクト,Sasquatch,LEVEL 2,The timechain is a tree shaped structure starting with the genesis block...,Introduction to Algorithmic Information Theory (Szabo 1996),"Berlin, DEU [Proxy]",67,Black,White,CYPHERPUNK FILES #133,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/133
134,The Hawk - 零知識証明,The Scout,LEVEL 1,"If enough people think the same way, that becomes a self fulfilling prop...",Negative Reputations (Szabo 1996),"Fort Meade, USA [Relay]",42,Black,White,CYPHERPUNK FILES #134,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/134
